ResponseId,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,JobSat
16514,10.0,,5.0,20.0,35.0,10.0,10.0,6.0,4.0,60.0
16515,70.0,,90.0,90.0,100.0,60.0,50.0,20.0,90.0,80.0
16516,,,,,,,,,,
16517,,,,,,,,,,
16518,,,,,,,,,,
16519,,,,,,,,,,
16520,,,,,,,,,,
16521,20.0,30.0,,20.0,10.0,20.0,,,,90.0
16522,90.0,60.0,95.0,95.0,95.0,95.0,80.0,80.0,95.0,90.0
16523,10.0,,,30.0,5.0,5.0,50.0,,,70.0
16524,10.0,,20.0,40.0,10.0,10.0,,10.0,,60.0
16525,,,,,,,,,,
16526,50.0,,,10.0,20.0,10.0,10.0,,,80.0
16527,,,,,,,,,,
16528,,,,,,,,,,
16529,15.0,,10.0,,5.0,70.0,,,,70.0
16530,,,,,,,,,,100.0
16531,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
16532,50.0,,10.0,10.0,10.0,10.0,10.0,,,90.0
16533,25.0,,25.0,,25.0,25.0,,,,70.0
16534,,,,,,,,,,
16535,10.0,5.0,5.0,20.0,10.0,10.0,20.0,20.0,,60.0
16536,5.0,,5.0,5.0,15.0,15.0,40.0,10.0,5.0,50.0
16537,,,,,,,,,,
16538,,,,,,,,,,
16539,,,,,,,,,,
16540,,,,,,,,,,
16541,90.0,,50.0,100.0,100.0,80.0,90.0,40.0,70.0,80.0
16542,,20.0,,10.0,5.0,10.0,25.0,3.0,1.0,90.0
16543,,,,,,,,,,
16544,,,,,,,,,,
16545,,,,,,,,,,60.0
16546,,,,100.0,,,,,,50.0
16547,,,,30.0,30.0,10.0,,,30.0,80.0
16548,,,,,50.0,50.0,,,,60.0
16549,10.0,,30.0,15.0,10.0,10.0,20.0,,5.0,40.0
16550,,,,,,,,,,
16551,,,,35.0,35.0,30.0,,,,80.0
16552,100.0,,,,,,,,,80.0
16553,20.0,,15.0,10.0,5.0,5.0,5.0,30.0,5.0,20.0
16554,,,,,,,,,,
16555,,,,,,,,,,90.0
16556,,,,,,,,,,
16557,,,,,,,,,,40.0
16558,,,,,20.0,40.0,30.0,10.0,,60.0
16559,,,,,,,,,,70.0
16560,,,,,,,,,,
16561,,,,25.0,25.0,10.0,30.0,,10.0,70.0
16562,,,,,,,,,,70.0
16563,,,,,,,,,,
16564,70.0,50.0,,80.0,70.0,50.0,30.0,90.0,70.0,60.0
16565,,,,,,,,,,
16566,,,,,,,,,,
16567,,,,,,,,,,
16568,30.0,,,40.0,30.0,,,,,60.0
16569,40.0,,10.0,40.0,5.0,,5.0,,,70.0
16570,,,,,,,,,,70.0
16571,100.0,,,,,,,,,50.0
16572,80.0,,60.0,60.0,70.0,70.0,70.0,60.0,60.0,70.0
16573,,,,90.0,85.0,60.0,50.0,60.0,50.0,
16574,,,,20.0,20.0,10.0,10.0,10.0,30.0,20.0
16575,20.0,5.0,10.0,15.0,15.0,15.0,10.0,5.0,5.0,80.0
16576,20.0,,10.0,30.0,25.0,,,,15.0,80.0
16577,,,,,,,,,,
16578,,,,,,,,,,
16579,,,,,,,,,,
16580,,,,,,,,,,
16581,,,,,,,,,,
16582,,,,,,,,,,
16583,,,,,,,,,,
16584,,,,,,,,,,
16585,20.0,10.0,20.0,100.0,90.0,80.0,,,,80.0
16586,,,,,,,,,,
16587,25.0,,2.0,10.0,5.0,40.0,10.0,5.0,3.0,90.0
16588,,,,,,,,,,
16589,,,,,,,,,,
16590,,,,,,,,,,80.0
16591,,,,,,,,,,80.0
16592,10.0,5.0,5.0,10.0,15.0,10.0,20.0,25.0,,80.0
16593,,,,,,,,,,
16594,100.0,10.0,50.0,70.0,100.0,100.0,50.0,10.0,50.0,100.0
16595,,,,25.0,25.0,,,20.0,,20.0
16596,20.0,15.0,5.0,10.0,20.0,,10.0,10.0,10.0,70.0
16597,,,,,,,,,,
16598,,15.0,10.0,25.0,25.0,25.0,,,,30.0
16599,,,,,,,,,,
16600,,,,,,,,,,
16601,,10.0,40.0,,50.0,,,,,100.0
16602,,,,,,,,,,
16603,,,50.0,100.0,80.0,100.0,100.0,40.0,,100.0
16604,50.0,,,,,,,,,60.0
16605,,,,,,,,,,
16606,,,,,,,,,,
16607,,,,,,,,,,
16608,60.0,50.0,40.0,80.0,60.0,70.0,60.0,50.0,50.0,70.0
16609,,,10.0,30.0,30.0,,30.0,,,70.0
16610,10.0,30.0,,,,,40.0,10.0,10.0,30.0
16611,10.0,10.0,,10.0,10.0,10.0,40.0,10.0,,70.0
16612,,,,,,,,,,70.0
16613,,,,,,,,,,
16614,10.0,,20.0,30.0,20.0,5.0,5.0,,10.0,80.0
16615,100.0,,20.0,80.0,,100.0,20.0,20.0,40.0,80.0
16616,,,,,,,,,,
16617,,,,,,,,,,
16618,10.0,,,30.0,20.0,40.0,,,,70.0
16619,,,,,,,,,,
16620,,,,,,,,,,
16621,,,,,,,,,,
16622,50.0,30.0,70.0,70.0,40.0,50.0,20.0,,,60.0
16623,100.0,,,,100.0,,,100.0,100.0,100.0
16624,,,,,,,,,,
16625,20.0,,,20.0,30.0,15.0,10.0,5.0,,90.0
16626,,,,,,,,,,60.0
16627,,,,,,,,,,60.0
16628,15.0,5.0,5.0,20.0,15.0,5.0,10.0,20.0,5.0,70.0
16629,,,,,,,,,,
16630,,,,,30.0,,70.0,,,60.0
16631,,,5.0,30.0,30.0,30.0,,,5.0,
16632,,,,,,,,,,
16633,,,,,,,,,,
16634,,,,,50.0,10.0,,30.0,,60.0
16635,30.0,30.0,70.0,90.0,90.0,90.0,60.0,70.0,70.0,80.0
16636,10.0,8.0,10.0,20.0,15.0,10.0,6.0,11.0,10.0,40.0
16637,,,,,,,,,,
16638,,,,,,,,,,80.0
16639,,,,,,,,,,
16640,,,,,,,,,,80.0
16641,,,,,,,,,,
16642,,,,,,,,,,
16643,100.0,,100.0,100.0,80.0,80.0,100.0,100.0,100.0,90.0
16644,,,,,,,,,,80.0
16645,10.0,10.0,,10.0,30.0,10.0,,,,50.0
16646,,,,,,,,,,
16647,,,,,,,,,,80.0
16648,,,,,50.0,30.0,,,,40.0
16649,,,,,,100.0,,,,80.0
16650,20.0,,,35.0,10.0,,25.0,,10.0,60.0
16651,,,,,,,,,,
16652,9.0,3.0,8.0,15.0,15.0,6.0,20.0,14.0,10.0,90.0
16653,40.0,5.0,50.0,90.0,90.0,50.0,60.0,100.0,100.0,60.0
16654,,,,,,,,,,
16655,14.0,19.0,,5.0,24.0,29.0,9.0,,,60.0
16656,20.0,,,,30.0,,50.0,,,60.0
16657,60.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,10.0,50.0
16658,,,,,,,,,,
16659,80.0,50.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,80.0
16660,,,,,,,,,,
16661,95.0,80.0,80.0,95.0,95.0,95.0,80.0,85.0,90.0,100.0
16662,20.0,5.0,5.0,15.0,30.0,10.0,,10.0,5.0,70.0
16663,,,,30.0,,50.0,10.0,10.0,,50.0
16664,,,,,,,,,,
16665,,,,,,,,,,
16666,10.0,,,,25.0,25.0,20.0,20.0,,100.0
16667,,,,,,,,,,70.0
16668,,,,,,,,,,
16669,,,,,,,,,,
16670,,,,,,,,,,90.0
16671,50.0,,,20.0,20.0,10.0,,,,60.0
16672,90.0,100.0,50.0,75.0,100.0,100.0,100.0,75.0,90.0,90.0
16673,,,,,,,,,,20.0
16674,,,,,,,,,,100.0
16675,,,,78.0,90.0,,90.0,70.0,,80.0
16676,,,,,,,,,,
16677,,,,,,,,,,
16678,20.0,10.0,5.0,30.0,10.0,5.0,5.0,10.0,5.0,70.0
16679,,,,,,,,,,
16680,,,,,,,,,,
16681,,,,,,,,,,
16682,20.0,,20.0,20.0,20.0,20.0,,,,50.0
16683,,,,,,,,,,
16684,,,,,,,,,,
16685,,,,,,,,,,
16686,,,,,,,,,,
16687,,,,25.0,25.0,25.0,25.0,,,80.0
16688,,,,,,,,,,
16689,7.0,8.0,15.0,20.0,,15.0,5.0,20.0,10.0,80.0
16690,,,,,,,,,,
16691,100.0,60.0,80.0,90.0,90.0,100.0,80.0,60.0,90.0,90.0
16692,,,,,,,,,,
16693,20.0,1.0,5.0,20.0,10.0,24.0,5.0,10.0,5.0,100.0
16694,20.0,,10.0,30.0,15.0,15.0,10.0,,,80.0
16695,,,,,,,,,,
16696,,,,,,,,,,
16697,,,,,,,,,,
16698,,,,,,,,,,50.0
16699,,,,,,,,,,
16700,30.0,30.0,10.0,10.0,5.0,5.0,2.0,3.0,5.0,80.0
16701,,,,,,,,,,80.0
16702,,,,,,,,,,
16703,,,,,,,,,,
16704,,,,50.0,20.0,30.0,,,,80.0
16705,,,,,,,,,,
16706,,,,,,,,,,
16707,50.0,10.0,,,40.0,,,,,70.0
16708,,,,,,,,,,
16709,,,,,,,,,,
16710,,,,,,,,,,70.0
16711,10.0,20.0,,5.0,15.0,15.0,15.0,15.0,5.0,100.0
16712,,,,,,,,,,
16713,,,,,,,,,,
16714,5.0,15.0,,40.0,,10.0,20.0,10.0,,60.0
16715,80.0,,90.0,100.0,100.0,100.0,,100.0,,80.0
16716,,,,,,,,,,
16717,,,,,,,,,,
16718,,,,,,,,,,
16719,,,,,,,,,,
16720,,,,,,,,,,
16721,,,,,,,,,,
16722,20.0,15.0,1.0,12.0,16.0,1.0,25.0,5.0,5.0,20.0
16723,,,,,,,,,,
16724,30.0,10.0,10.0,20.0,5.0,4.0,6.0,10.0,5.0,60.0
16725,30.0,50.0,10.0,,40.0,80.0,70.0,20.0,,80.0
16726,70.0,,,60.0,30.0,40.0,60.0,40.0,,80.0
16727,20.0,2.0,3.0,35.0,15.0,10.0,10.0,5.0,,70.0
16728,,,,,,,,,,
16729,20.0,20.0,25.0,10.0,5.0,5.0,5.0,5.0,5.0,100.0
16730,10.0,,10.0,20.0,30.0,10.0,20.0,,,70.0
16731,,,,,,,,,,
16732,,,,,,,,,,
16733,80.0,30.0,90.0,90.0,90.0,90.0,90.0,70.0,80.0,80.0
16734,,,,,,,,,,
16735,80.0,80.0,90.0,80.0,70.0,70.0,70.0,67.0,80.0,90.0
16736,,,,,,,,,,
16737,,,,,,,,,,
16738,,,,,,,,,,
16739,12.0,5.0,7.0,12.0,15.0,17.0,5.0,15.0,12.0,80.0
16740,,,,,,,,,,
16741,,,,,,,,,,20.0
16742,40.0,,,20.0,10.0,15.0,10.0,5.0,,70.0
16743,20.0,,,35.0,,35.0,,,10.0,70.0
16744,,,,,,,,,,80.0
16745,,,,20.0,20.0,20.0,20.0,20.0,,70.0
16746,,40.0,,20.0,25.0,15.0,,,,60.0
16747,,,,,,,,,,70.0
16748,10.0,25.0,5.0,25.0,20.0,10.0,5.0,,,60.0
16749,,,,,,,,,,
16750,15.0,,10.0,30.0,30.0,15.0,,,,80.0
16751,,,,,,,,,,
16752,,,,,,,,,,50.0
16753,,,,,,,,,,
16754,,,,,,,,,,
16755,,,,20.0,10.0,,,,,20.0
16756,,,,,,,,,,
16757,,,,,,,,,,
16758,,,,,,,,,,50.0
16759,,,,,,,,,,
16760,30.0,,10.0,30.0,20.0,10.0,,,,90.0
16761,50.0,,,,,,50.0,,,80.0
16762,,,,,,,,,,
16763,,,,,,,,,,
16764,,,,,,,,,,30.0
16765,,,,,,,,,,
16766,,17.0,15.0,,17.0,17.0,17.0,,17.0,80.0
16767,,,,,,,,,,
16768,,,,,,,,,,
16769,,,,,,,,,,70.0
16770,70.0,90.0,60.0,80.0,80.0,80.0,80.0,90.0,80.0,70.0
16771,10.0,,10.0,10.0,20.0,30.0,10.0,10.0,,50.0
16772,10.0,,30.0,2.0,,10.0,,,5.0,50.0
16773,,,,,,,,,,
16774,,,,,,,,,,
16775,,,,,,,,,,
16776,20.0,,,,,30.0,50.0,,,100.0
16777,80.0,80.0,20.0,30.0,40.0,70.0,70.0,20.0,30.0,70.0
16778,,,,,,,,,,
16779,,,,,,,,,,
16780,10.0,,,,10.0,10.0,10.0,10.0,10.0,70.0
16781,,,10.0,30.0,20.0,10.0,20.0,10.0,,90.0
16782,,,,20.0,20.0,,60.0,,,70.0
16783,100.0,,,50.0,50.0,,,80.0,,100.0
16784,,,,,,,,,,50.0
16785,,,,,,,,,,
16786,20.0,10.0,,,,,,,,80.0
16787,,,,,,,,,,
16788,30.0,,,40.0,30.0,,,,,70.0
16789,,,,,,,,,,100.0
16790,,,,,,,,,,
16791,,,,,,,,,,
16792,,,,,,,,,,
16793,5.0,5.0,5.0,20.0,35.0,20.0,5.0,5.0,,80.0
16794,,,,,,,,,,
16795,,,,,,,,,,
16796,,,,,,,,,,70.0
16797,25.0,,30.0,25.0,10.0,,,10.0,,90.0
16798,80.0,,40.0,100.0,80.0,100.0,40.0,50.0,100.0,80.0
16799,,,,,,,,,,
16800,80.0,,100.0,100.0,70.0,60.0,50.0,100.0,85.0,80.0
16801,,,,,,,,,,
16802,25.0,,10.0,10.0,20.0,5.0,20.0,5.0,5.0,90.0
16803,20.0,,20.0,30.0,25.0,,,5.0,,50.0
16804,,,,,,,,,,
16805,,,,50.0,25.0,10.0,15.0,,,70.0
16806,,,,,,,,,,
16807,,,,,,,,,,
16808,70.0,10.0,,,,20.0,,,,90.0
16809,,,,,,,,,,
16810,,,,,,,,,,
16811,10.0,,10.0,20.0,30.0,10.0,,10.0,10.0,80.0
16812,80.0,70.0,50.0,70.0,90.0,70.0,80.0,20.0,70.0,60.0
16813,80.0,50.0,70.0,95.0,90.0,80.0,100.0,90.0,75.0,70.0
16814,,,,,,,,,,60.0
16815,50.0,,,75.0,80.0,,70.0,,,80.0
16816,,,,,,,,,,
16817,,,,,,,,,,
16818,,,,,,,,,,
16819,,,,,25.0,20.0,5.0,15.0,35.0,60.0
16820,,,,,,,,,,
16821,85.0,,20.0,35.0,55.0,50.0,40.0,10.0,25.0,70.0
16822,,,,,,,,,,
16823,,,,,,,,,,
16824,,,,,,,,,,
16825,,,,,,,,,,
16826,,,,,,,,,,
16827,5.0,,5.0,30.0,30.0,10.0,5.0,10.0,5.0,60.0
16828,10.0,10.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,70.0
16829,12.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,90.0
16830,,,,,,,,,,100.0
16831,,,,75.0,80.0,,,69.0,,90.0
16832,30.0,,,,30.0,10.0,,30.0,,90.0
16833,,,,,,,,,,80.0
16834,,,,,,,,,,
16835,,,,,,,,,,
16836,80.0,70.0,,80.0,50.0,20.0,,,,50.0
16837,,,,,80.0,70.0,,,,60.0
16838,70.0,99.0,80.0,80.0,85.0,75.0,70.0,80.0,80.0,80.0
16839,20.0,1.0,5.0,20.0,10.0,20.0,20.0,4.0,,50.0
16840,,,,,,,,,,
16841,,,,,,,,,,70.0
16842,70.0,30.0,80.0,60.0,60.0,80.0,80.0,60.0,80.0,80.0
16843,,,,30.0,10.0,50.0,10.0,,,60.0
16844,30.0,10.0,,30.0,5.0,25.0,,,,80.0
16845,,,,,,,,,,
16846,,,,,,,,,,50.0
16847,5.0,20.0,3.0,15.0,15.0,10.0,10.0,20.0,2.0,20.0
16848,40.0,,80.0,100.0,50.0,70.0,90.0,70.0,90.0,70.0
16849,,,,,,,,,,
16850,,,,,,,,,,
16851,,,,,,,,,,
16852,,,,,,,,,,
16853,50.0,10.0,5.0,5.0,10.0,20.0,,,,40.0
16854,1.0,,,50.0,20.0,20.0,7.0,1.0,1.0,70.0
16855,,,,,,,,,,
16856,,,,,,,,,,
16857,,,,,,,,,,
16858,,15.0,,,45.0,20.0,20.0,,,70.0
16859,20.0,,60.0,40.0,50.0,10.0,90.0,30.0,30.0,50.0
16860,20.0,5.0,30.0,30.0,40.0,20.0,40.0,,40.0,80.0
16861,10.0,,,40.0,40.0,10.0,,,,70.0
16862,,,,,,,,,,
16863,90.0,,90.0,100.0,70.0,100.0,90.0,90.0,80.0,80.0
16864,,,,,,,,,,
16865,,,,,,,,,,
16866,,,,,,,,,,
16867,,,,,,,,,,80.0
16868,22.0,,5.0,21.0,22.0,10.0,5.0,,15.0,80.0
16869,,,,,,,,,,
16870,,,,,,,,,,
16871,,,,,,,,,,
16872,10.0,5.0,5.0,15.0,15.0,15.0,10.0,10.0,15.0,50.0
16873,50.0,,90.0,80.0,70.0,70.0,80.0,50.0,50.0,60.0
16874,,,,,,,,,,
16875,25.0,,,20.0,20.0,,25.0,10.0,,90.0
16876,25.0,,10.0,25.0,10.0,20.0,,5.0,5.0,90.0
16877,,,,,,,,,,90.0
16878,50.0,50.0,70.0,90.0,80.0,50.0,80.0,80.0,90.0,70.0
16879,,,,,,,,,,90.0
16880,60.0,,60.0,80.0,30.0,70.0,50.0,70.0,80.0,70.0
16881,30.0,,,,20.0,30.0,,20.0,,30.0
16882,,,,,,,,,,
16883,20.0,,,10.0,,20.0,10.0,20.0,20.0,70.0
16884,,,,,,,,,,
16885,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.0
16886,,,,20.0,30.0,20.0,30.0,,,60.0
16887,15.0,5.0,5.0,15.0,10.0,20.0,10.0,5.0,15.0,80.0
16888,,,,,,,,,,
16889,,,,,,,,,,60.0
16890,,,,,,,,,,
16891,,,,,,,,,,80.0
16892,30.0,100.0,80.0,10.0,50.0,,80.0,,,80.0
16893,10.0,,25.0,25.0,10.0,10.0,,10.0,10.0,40.0
16894,,,,35.0,30.0,,10.0,25.0,,40.0
16895,5.0,10.0,10.0,15.0,15.0,20.0,15.0,5.0,5.0,80.0
16896,,,,,,,,,,
16897,,,,,,,,,,
16898,15.0,,,30.0,15.0,20.0,20.0,,,80.0
16899,,,,,,,,,,
16900,,,,,,,,,,
16901,,,,,,,,,,
16902,,,,,,,,,,
16903,,,,,,,,,,
16904,,,,,,,,,,
16905,10.0,,10.0,20.0,20.0,10.0,15.0,5.0,10.0,50.0
16906,,,,,,,,,,
16907,,,,,,,,,,
16908,80.0,,,,80.0,50.0,,,,90.0
16909,,,,,,,,,,
16910,,,,,,,,,,80.0
16911,,,,,,,,,,
16912,,,,,,,,,,20.0
16913,10.0,,,35.0,25.0,25.0,,5.0,,80.0
16914,,,,,,,,,,
16915,,,,,,,,,,
16916,,,,,,,,,,80.0
16917,,,,,,,,,,
16918,20.0,,5.0,20.0,20.0,10.0,15.0,10.0,,100.0
16919,,,,10.0,30.0,30.0,,30.0,,60.0
16920,,,,,,,,,,
16921,,,,,,,,,,
16922,,,,,,,,,,
16923,25.0,5.0,10.0,20.0,10.0,10.0,10.0,5.0,5.0,100.0
16924,,,,,,,,,,
16925,50.0,,60.0,70.0,89.0,66.0,99.0,,66.0,60.0
16926,5.0,10.0,5.0,10.0,20.0,20.0,5.0,15.0,10.0,90.0
16927,30.0,,10.0,10.0,10.0,40.0,,,,70.0
16928,,,,,,,,,,
16929,,,,,,,,,,
16930,5.0,,,20.0,40.0,10.0,20.0,5.0,,80.0
16931,5.0,45.0,,20.0,15.0,5.0,10.0,,,100.0
16932,,,,,,,,,,
16933,,,,,,,,,,
16934,,,,,,,,,,
16935,,,,,,,,,,
16936,,,,,,,,,,
16937,25.0,,,15.0,15.0,25.0,10.0,5.0,5.0,90.0
16938,,,,,,,,,,80.0
16939,,,,,,,,,,
16940,,,20.0,,,10.0,10.0,,,40.0
16941,,,,,,,,,,70.0
16942,,,,,,,,,,
16943,90.0,,50.0,60.0,60.0,70.0,80.0,20.0,50.0,60.0
16944,13.0,15.0,2.0,10.0,15.0,20.0,15.0,5.0,5.0,100.0
16945,10.0,,,80.0,100.0,100.0,70.0,,50.0,70.0
16946,,,,10.0,30.0,,30.0,20.0,10.0,70.0
16947,,,,,,,,,,70.0
16948,,,,,,,,,,
16949,,,,,,,,,,
16950,,,,,,,,,,50.0
16951,9.0,15.0,6.0,10.0,15.0,15.0,15.0,5.0,10.0,40.0
16952,,,,,,,,,,
16953,,,,,,,,,,50.0
16954,,,,,40.0,,,60.0,,50.0
16955,20.0,,,20.0,20.0,10.0,25.0,,,70.0
16956,,,,,,,,,,
16957,,,,15.0,20.0,10.0,30.0,15.0,40.0,100.0
16958,1.0,1.0,1.0,10.0,10.0,1.0,10.0,65.0,1.0,30.0
16959,,,,,,,,,,
16960,,,,,,,,,,
16961,,,,,,,,,,
16962,80.0,70.0,70.0,90.0,90.0,80.0,50.0,70.0,80.0,80.0
16963,,,,,,,,,,
16964,,,,,,,,,,
16965,25.0,,10.0,15.0,20.0,15.0,,5.0,10.0,60.0
16966,,,,,40.0,60.0,,,,60.0
16967,,,,,,,,,,
16968,,,,,,,,,,
16969,10.0,,,15.0,30.0,20.0,10.0,8.0,7.0,80.0
16970,15.0,5.0,4.0,18.0,16.0,13.0,11.0,8.0,10.0,70.0
16971,50.0,,,,30.0,10.0,,10.0,,30.0
16972,,,,,,,,,,
16973,,,,,,,,,,
16974,,,,20.0,,20.0,,,10.0,60.0
16975,,,,,,,,,,
16976,,20.0,20.0,1.0,30.0,25.0,,,,60.0
16977,,,,,,,,,,
16978,,,,,,,,,,
16979,30.0,,10.0,20.0,10.0,30.0,,,,70.0
16980,,,,,,,,,,90.0
16981,20.0,,,20.0,,15.0,25.0,10.0,10.0,80.0
16982,60.0,,60.0,80.0,60.0,70.0,70.0,,,80.0
16983,,,,,,,,,,60.0
16984,,,,,,,,,,
16985,20.0,,10.0,20.0,,30.0,,,20.0,90.0
16986,,,,,,,,,,
16987,,,,,,,,,,
16988,10.0,,,20.0,10.0,20.0,20.0,10.0,10.0,70.0
16989,60.0,10.0,70.0,80.0,75.0,80.0,80.0,80.0,40.0,80.0
16990,10.0,10.0,15.0,20.0,5.0,5.0,5.0,20.0,10.0,60.0
16991,,,,,,,,,,
16992,,,,,,,,,,80.0
16993,,,,,,,,,,30.0
16994,5.0,,10.0,20.0,50.0,5.0,,5.0,5.0,60.0
16995,,,,,,,,,,70.0
16996,,,,,,,,,,
16997,,,,,,,,,,60.0
16998,,,,,,,,,,
16999,,,,,,,,,,
17000,,,,,,,,,,
17001,,10.0,,60.0,20.0,,10.0,,,80.0
17002,,,,,,,,,,50.0
17003,12.0,10.0,10.0,10.0,20.0,20.0,3.0,5.0,10.0,60.0
17004,15.0,,35.0,25.0,20.0,5.0,,,,80.0
17005,,,,,,,,,,60.0
17006,5.0,5.0,,20.0,30.0,10.0,20.0,5.0,5.0,60.0
17007,,,,,,,,,,
17008,66.0,15.0,66.0,15.0,75.0,15.0,75.0,15.0,15.0,60.0
17009,,,,,,,,,,80.0
17010,10.0,,,30.0,30.0,30.0,,,,80.0
17011,90.0,10.0,80.0,90.0,90.0,80.0,50.0,90.0,60.0,60.0
17012,,,,,,,,,,
17013,,,,,,,,,,90.0
17014,,,,,,,,,,
17015,60.0,30.0,30.0,40.0,20.0,80.0,80.0,30.0,20.0,80.0
17016,,,,,,,,,,60.0
17017,,,,,,,,,,
17018,,,,,,,,,,
17019,,,,,,,,,,
17020,,,,,,,,,,
17021,,,,,,,,,,
17022,,,,,,,,,,
17023,,,,,,,,,,
17024,25.0,20.0,5.0,5.0,20.0,10.0,,5.0,10.0,90.0
17025,,,,,,,,,,
17026,,,,,,,,,,
17027,15.0,,15.0,20.0,20.0,10.0,,20.0,,90.0
17028,78.0,55.0,60.0,70.0,70.0,70.0,70.0,70.0,70.0,80.0
17029,,,,,,,,,,
17030,,,,,,,,,,
17031,,,,,,,,,,
17032,,,,,,,,,,
17033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
17034,70.0,,80.0,70.0,40.0,35.0,55.0,,65.0,60.0
17035,10.0,5.0,5.0,15.0,10.0,5.0,25.0,5.0,20.0,80.0
17036,,,,,,,,,,
17037,,,,,,,,,,
17038,10.0,,,20.0,30.0,30.0,,10.0,,90.0
17039,,10.0,,40.0,10.0,20.0,,,20.0,20.0
17040,30.0,,,20.0,10.0,20.0,10.0,10.0,,20.0
17041,,,20.0,50.0,50.0,80.0,20.0,40.0,50.0,60.0
17042,,,,,,,,,,
17043,,25.0,10.0,10.0,5.0,10.0,20.0,15.0,5.0,80.0
17044,,,,,,,,,,
17045,,,,,,,,,,60.0
17046,50.0,60.0,80.0,70.0,90.0,90.0,70.0,50.0,40.0,60.0
17047,,,,,,,,,,
17048,25.0,,,25.0,,25.0,,25.0,,20.0
17049,,,,,,,,,,60.0
17050,90.0,,90.0,90.0,70.0,95.0,80.0,40.0,70.0,30.0
17051,,,,,,,,,,
17052,,,,,,,,,,
17053,,10.0,,,10.0,20.0,30.0,30.0,,70.0
17054,,,,,,,,,,
17055,,,,,,,,,,
17056,,,,,,,,,,
17057,1.0,,50.0,100.0,70.0,90.0,30.0,50.0,50.0,40.0
17058,,,,,,,,,,
17059,,,,15.0,5.0,30.0,30.0,,20.0,80.0
17060,,,,,,,,,,40.0
17061,,,,,,,,,,
17062,60.0,20.0,40.0,40.0,40.0,30.0,30.0,60.0,80.0,70.0
17063,,,,,,,,,,
17064,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,70.0
17065,5.0,,15.0,30.0,30.0,10.0,5.0,,5.0,80.0
17066,10.0,,,30.0,10.0,30.0,,20.0,,60.0
17067,,,,,,,,,,
17068,,,,,,,,,,50.0
17069,15.0,,,30.0,,25.0,5.0,,25.0,90.0
17070,30.0,,,60.0,40.0,20.0,,,30.0,60.0
17071,,,,,,,,,,
17072,,,,,,,,,,
17073,,,,,,,,,,
17074,,,,,,,,,,
17075,50.0,70.0,40.0,75.0,80.0,75.0,50.0,60.0,75.0,80.0
17076,20.0,,5.0,15.0,5.0,25.0,15.0,5.0,10.0,100.0
17077,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0
17078,,,,,,,,,,70.0
17079,,,,,,,,,,80.0
17080,,,,,,,,,,
17081,,,,,,,,,,
17082,,,,,,,,,,
17083,,,,,,,,,,
17084,,,,,,,,,,
17085,60.0,10.0,40.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
17086,,,,,,,,,,
17087,,,,,,,,,,
17088,,,,,,,,,,50.0
17089,,,,,,,,,,
17090,5.0,5.0,,40.0,20.0,20.0,,,10.0,70.0
17091,,,,30.0,15.0,20.0,10.0,10.0,15.0,70.0
17092,,,,,,,,,,
17093,,,,,,,,,,50.0
17094,,,,,,,,,,
17095,,,,,,,,,,
17096,10.0,15.0,3.0,11.0,8.0,15.0,10.0,20.0,8.0,80.0
17097,,25.0,25.0,10.0,15.0,15.0,,,10.0,50.0
17098,10.0,10.0,10.0,15.0,10.0,15.0,15.0,5.0,10.0,80.0
17099,,,,,,,,,,
17100,,,,,,,,,,
17101,,,,,,,,,,
17102,,,,,,,,,,
17103,,,,,,,,,,90.0
17104,,,,,,,,,,
17105,,,,,,,,,,80.0
17106,80.0,10.0,10.0,80.0,70.0,40.0,90.0,,,60.0
17107,,,,,,,,,,
17108,,,,,,,,,,
17109,,,,,,,,,,
17110,55.0,,78.0,,,67.0,,,,100.0
17111,15.0,10.0,10.0,15.0,15.0,15.0,5.0,5.0,10.0,30.0
17112,,,,,,,,,,
17113,,,,,,,,,,
17114,80.0,,50.0,100.0,100.0,60.0,70.0,50.0,,50.0
17115,5.0,,10.0,10.0,20.0,30.0,5.0,,,80.0
17116,,,,,,,,,,
17117,10.0,10.0,10.0,40.0,70.0,40.0,30.0,,,50.0
17118,,,,,,,,,,
17119,,,,,,,,,,
17120,,,,,,,,,,60.0
17121,,,,,,,,,,
17122,,,,,,,,,,
17123,,,,,,,,,,70.0
17124,,,,,,,,,,60.0
17125,,,,20.0,10.0,25.0,10.0,5.0,5.0,80.0
17126,,,,,,,,,,
17127,,,,,,,,,,
