ResponseId,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,JobSat
38115,10.0,,,20.0,20.0,20.0,20.0,,10.0,70.0
38116,,,,,,,,,,
38117,,,,25.0,75.0,,,,,80.0
38118,,,,,,,,,,
38119,8.0,2.0,,33.0,33.0,23.0,,1.0,,90.0
38120,5.0,10.0,,15.0,25.0,20.0,10.0,5.0,10.0,90.0
38121,,,,,,,,,,
38122,20.0,,,,80.0,,,,,30.0
38123,25.0,,20.0,10.0,10.0,15.0,5.0,5.0,10.0,80.0
38124,,,,,,,,,,
38125,,,,,,,,,,
38126,10.0,,,10.0,25.0,25.0,20.0,,10.0,50.0
38127,,,,,,,,,,
38128,5.0,,5.0,25.0,30.0,15.0,15.0,,5.0,90.0
38129,,,,,,,,,,
38130,,,,,,,,,,
38131,,10.0,,10.0,50.0,,30.0,,,50.0
38132,20.0,,,20.0,20.0,20.0,10.0,,10.0,60.0
38133,12.0,,23.0,20.0,10.0,35.0,,,,80.0
38134,10.0,30.0,,5.0,5.0,5.0,20.0,20.0,5.0,90.0
38135,,,,,,,,,,
38136,,,,,,,,,,
38137,20.0,10.0,10.0,,20.0,20.0,10.0,5.0,5.0,80.0
38138,,,,,,,,,,
38139,50.0,,,,25.0,25.0,,,,80.0
38140,,,,25.0,25.0,10.0,25.0,,,60.0
38141,,,,,,,,,,
38142,,,,,,,,,,70.0
38143,,,,,,,,,,
38144,,,,,,,,,,
38145,,,,,,,,,,
38146,,,,,,,,,,
38147,40.0,,10.0,20.0,30.0,,,,,80.0
38148,50.0,10.0,,5.0,10.0,20.0,,,5.0,80.0
38149,,,,30.0,20.0,50.0,,,,50.0
38150,50.0,,,100.0,50.0,100.0,50.0,100.0,,
38151,,,,,,,,,,
38152,,,,,,,,,,
38153,,,,,,,,,,70.0
38154,,,,,,,,,,
38155,,,,60.0,,,40.0,,,70.0
38156,,,,,,,,,,
38157,,,,,,,,,,
38158,10.0,,,10.0,10.0,40.0,20.0,,10.0,80.0
38159,,,,,,,,,,
38160,,,,,40.0,,60.0,,,70.0
38161,,,,,,,,,,
38162,80.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
38163,,,,,,,,,,
38164,20.0,,,50.0,,,,,30.0,80.0
38165,,,,,,,,,,
38166,80.0,,90.0,90.0,40.0,40.0,40.0,30.0,70.0,20.0
38167,,,,,,,,,,
38168,100.0,10.0,90.0,90.0,95.0,95.0,95.0,,5.0,20.0
38169,20.0,20.0,10.0,10.0,20.0,20.0,,,,80.0
38170,,,,,,,,,,
38171,15.0,,5.0,45.0,10.0,5.0,5.0,10.0,5.0,80.0
38172,,,,,,,,,,
38173,,,,,,,,,,
38174,,,,,,50.0,,75.0,,90.0
38175,15.0,,,30.0,25.0,10.0,15.0,,5.0,80.0
38176,,,,30.0,30.0,30.0,,,10.0,50.0
38177,,2.0,3.0,10.0,20.0,30.0,25.0,5.0,5.0,60.0
38178,5.0,,20.0,10.0,10.0,10.0,35.0,5.0,5.0,30.0
38179,18.0,2.0,2.0,8.0,13.0,28.0,23.0,2.0,4.0,70.0
38180,50.0,20.0,50.0,80.0,100.0,80.0,70.0,100.0,40.0,70.0
38181,,,,,,,,,,
38182,30.0,,10.0,10.0,20.0,10.0,,20.0,,80.0
38183,,,,,,,,,,100.0
38184,,,50.0,80.0,80.0,100.0,,,100.0,40.0
38185,,,,,,,,,,
38186,15.0,8.0,3.0,28.0,5.0,25.0,10.0,4.0,2.0,70.0
38187,,,,,,,,,,70.0
38188,30.0,,10.0,,20.0,30.0,10.0,,,100.0
38189,,,,,,,,,,
38190,,,,,,,,,,80.0
38191,40.0,,,20.0,,40.0,,,,100.0
38192,,,,,,,,,,
38193,30.0,3.0,1.0,5.0,40.0,,19.0,1.0,1.0,60.0
38194,,,,,,,,,,80.0
38195,15.0,10.0,12.0,8.0,10.0,20.0,20.0,,5.0,100.0
38196,10.0,5.0,10.0,20.0,20.0,10.0,5.0,10.0,10.0,60.0
38197,,,,20.0,,50.0,30.0,,,80.0
38198,,,,,,,,,,
38199,,,,,,,,,,
38200,10.0,,15.0,30.0,20.0,25.0,,,,60.0
38201,,,,,,,,,,
38202,,,,,,,,,,
38203,,,,,,,,,,
38204,10.0,,10.0,50.0,10.0,20.0,,,,80.0
38205,,,,,,,,,,
38206,,,,,,,,,,
38207,45.0,,15.0,,10.0,5.0,5.0,15.0,5.0,50.0
38208,20.0,,,30.0,40.0,5.0,5.0,,,60.0
38209,80.0,5.0,80.0,90.0,70.0,80.0,80.0,80.0,60.0,80.0
38210,,,,,,,,,,
38211,10.0,,,60.0,,10.0,10.0,,10.0,80.0
38212,,,,,,,,,,
38213,,,,30.0,30.0,25.0,15.0,,,70.0
38214,,,,,,,,,,70.0
38215,,,,,,,,,,
38216,,,,,,,,,,
38217,,,,,,,,,,
38218,30.0,40.0,50.0,60.0,70.0,40.0,40.0,30.0,40.0,40.0
38219,,,,,,,,,,
38220,,,,,,,,,,100.0
38221,,,,,,,,,,
38222,30.0,20.0,,10.0,,40.0,,,,80.0
38223,,,,,,,,,,
38224,80.0,40.0,70.0,80.0,80.0,80.0,50.0,50.0,50.0,80.0
38225,10.0,,,30.0,10.0,,20.0,,,70.0
38226,,,,,,,,,,
38227,,,,,,,,,,60.0
38228,10.0,,5.0,10.0,35.0,25.0,15.0,,,90.0
38229,,,,,,,,,,
38230,,,,,,,,,,
38231,,,,,,,,,,
38232,,,,,,,,,,
38233,,,,,,,,,,
38234,,,,,,,,,,70.0
38235,5.0,15.0,,,30.0,10.0,20.0,,20.0,50.0
38236,,,,,,,,,,
38237,5.0,,,20.0,25.0,30.0,,20.0,,90.0
38238,50.0,,,,10.0,40.0,,,,90.0
38239,,,10.0,100.0,50.0,30.0,40.0,20.0,10.0,50.0
38240,,,,,,,,,,
38241,40.0,,,40.0,10.0,10.0,,,,40.0
38242,,,,,,,,,,
38243,80.0,20.0,40.0,70.0,90.0,80.0,80.0,50.0,50.0,70.0
38244,,,,,,,,,,
38245,,,,,,,,,,
38246,,,,,,,,,,
38247,,,,,,,,,,
38248,30.0,,,10.0,20.0,30.0,,,10.0,70.0
38249,,,,,,,,,,
38250,90.0,100.0,80.0,100.0,70.0,90.0,90.0,,,90.0
38251,,,,,,,,,,
38252,,,,,,,,,,
38253,,,,,,,,,,
38254,6.0,15.0,,15.0,4.0,23.0,15.0,7.0,15.0,60.0
38255,,,,,,,,,,60.0
38256,,,,,,,,,,20.0
38257,70.0,50.0,90.0,90.0,50.0,50.0,80.0,60.0,70.0,100.0
38258,20.0,10.0,,25.0,,20.0,15.0,,10.0,80.0
38259,15.0,,,10.0,15.0,20.0,20.0,,20.0,70.0
38260,,,,,,,,,,
38261,,,,,,,,,,
38262,30.0,10.0,,30.0,20.0,,,,10.0,70.0
38263,30.0,,,25.0,25.0,,20.0,,,80.0
38264,,,,20.0,20.0,,20.0,,20.0,100.0
38265,,,,30.0,30.0,30.0,,5.0,5.0,60.0
38266,,,,,,,,,,
38267,,,,,,,,,,80.0
38268,,,,,,,,,,
38269,,,,,,,,,,
38270,,,,,,,,,,
38271,,20.0,,20.0,30.0,,30.0,,,70.0
38272,,,,,,,,,,
38273,,,,,,,,,,
38274,,,,,,,,,,
38275,90.0,100.0,100.0,80.0,80.0,90.0,90.0,90.0,100.0,90.0
38276,45.0,,5.0,5.0,20.0,20.0,,5.0,,70.0
38277,,15.0,,25.0,20.0,20.0,,10.0,10.0,100.0
38278,10.0,,5.0,10.0,20.0,25.0,15.0,15.0,,80.0
38279,,,,,,,,,,
38280,,,,,60.0,40.0,100.0,,,50.0
38281,,,,,,,,,,70.0
38282,30.0,5.0,,35.0,,,,,30.0,70.0
38283,,,,,,,,,,70.0
38284,30.0,,,30.0,20.0,20.0,,,,50.0
38285,10.0,,,20.0,30.0,40.0,,,,70.0
38286,,,,,,,,,,
38287,,,,,,,,,,
38288,,,,,40.0,,60.0,,,70.0
38289,,,,,,,,,,
38290,,,,,,,,,,
38291,,,,,,,,,,
38292,50.0,,90.0,100.0,50.0,50.0,,50.0,,70.0
38293,,,,30.0,20.0,50.0,,,,100.0
38294,,,,,,,,,,
38295,,,,,,,,,,
38296,,,,,,,,,,
38297,,,,,,,,,,
38298,40.0,,10.0,20.0,20.0,,10.0,,,100.0
38299,,,,,,,,,,
38300,,,,,,,,,,
38301,,,15.0,30.0,15.0,10.0,30.0,,,80.0
38302,30.0,,,20.0,20.0,10.0,,,,60.0
38303,100.0,,50.0,60.0,100.0,40.0,100.0,100.0,60.0,80.0
38304,,,,,,,,,,
38305,,,,,,,,,,
38306,,,,,,,,,,90.0
38307,,,,,,,,,,
38308,70.0,90.0,90.0,90.0,80.0,50.0,90.0,60.0,70.0,70.0
38309,,,,,,,,,,
38310,,,,,,,,,,50.0
38311,,,,,,,,,,
38312,,,5.0,40.0,20.0,30.0,5.0,,,30.0
38313,,,,,,,,,,
38314,,,10.0,20.0,30.0,,,,40.0,80.0
38315,10.0,,,45.0,20.0,,25.0,,,80.0
38316,5.0,10.0,10.0,15.0,25.0,15.0,5.0,5.0,10.0,90.0
38317,100.0,100.0,80.0,90.0,70.0,100.0,100.0,50.0,70.0,80.0
38318,,30.0,30.0,60.0,80.0,80.0,90.0,80.0,,70.0
38319,,,,,,,,,,
38320,,,,,,,,,,
38321,,,,,,,,,,
38322,,,,,,,,,,
38323,3.0,,,,50.0,12.0,20.0,10.0,5.0,80.0
38324,,,,,,,,,,
38325,20.0,,,30.0,50.0,,,,,60.0
38326,,,,,,,,,,
38327,,,,,,,,,,
38328,,,,,,,,,,
38329,,,,,,,,,,
38330,,,,,,,,,,
38331,,,,,,,,,,
38332,,,,,,,,,,
38333,,,,,,,,,,
38334,,,,,,,,,,
38335,,,,,,,,,,
38336,,,50.0,50.0,,,,,,100.0
38337,,,,,,,,,,80.0
38338,,,,,,,,,,30.0
38339,,,,,,,,,,
38340,,,,,,,,,,
38341,,,,,,,,,,20.0
38342,40.0,,,30.0,10.0,10.0,10.0,,,100.0
38343,15.0,,5.0,15.0,15.0,15.0,5.0,30.0,,70.0
38344,10.0,,,40.0,20.0,20.0,10.0,,,90.0
38345,,,,,,,,,,80.0
38346,,,,25.0,25.0,50.0,,,,80.0
38347,,,,,,,,,,
38348,,,,,,,,,,
38349,50.0,,80.0,,,,100.0,,,100.0
38350,,,,,,,,,,70.0
38351,90.0,,,80.0,80.0,80.0,90.0,50.0,70.0,80.0
38352,20.0,,20.0,20.0,20.0,20.0,,,,100.0
38353,,,,,,,,,,
38354,15.0,10.0,,25.0,25.0,10.0,5.0,5.0,5.0,80.0
38355,10.0,,20.0,30.0,20.0,10.0,5.0,5.0,,60.0
38356,,,,,,,,,,
38357,,,,34.0,33.0,33.0,,,,80.0
38358,,,,,,,,,,
38359,,,,,,,,,,
38360,90.0,25.0,,100.0,100.0,100.0,100.0,50.0,10.0,90.0
38361,,,,,90.0,,,,,30.0
38362,,,,,,,,,,
38363,,,5.0,30.0,20.0,30.0,5.0,10.0,,90.0
38364,,,,,,,,,,
38365,,,,,,,,,,
38366,,,,,,,,,,
38367,,,,,,,,,,
38368,8.0,,,34.0,46.0,,,,12.0,70.0
38369,,,,,,,,,,
38370,20.0,,20.0,20.0,20.0,20.0,,,,80.0
38371,,,,,,,,,,80.0
38372,10.0,10.0,10.0,20.0,20.0,30.0,,,,90.0
38373,,,,,,,,,,
38374,,,,,,,,,,
38375,10.0,,,20.0,20.0,20.0,,10.0,20.0,80.0
38376,80.0,20.0,100.0,70.0,80.0,90.0,70.0,100.0,100.0,70.0
38377,10.0,5.0,10.0,15.0,10.0,10.0,10.0,20.0,10.0,90.0
38378,,,,,,,,,,
38379,,,,,,,,,,
38380,,,,,,,,,,
38381,10.0,,,50.0,,,80.0,,,40.0
38382,,,,,,,,,,
38383,,,,,,,,,,
38384,,,,,,,,,,
38385,10.0,20.0,10.0,10.0,20.0,10.0,,15.0,5.0,100.0
38386,,,,,,,,,,
38387,,,,,,,,20.0,20.0,80.0
38388,,,,,,,,,,
38389,100.0,98.0,100.0,99.0,97.0,99.0,100.0,98.0,98.0,100.0
38390,,,,,,,,,,
38391,,,,,,,,,,
38392,10.0,20.0,,30.0,20.0,10.0,10.0,,,70.0
38393,,,,,,,,,,
38394,,,,,,,,,,
38395,,,,75.0,5.0,10.0,10.0,,,60.0
38396,5.0,,4.0,60.0,5.0,2.0,20.0,3.0,1.0,90.0
38397,,,,,,,,,,
38398,,10.0,5.0,25.0,20.0,15.0,10.0,10.0,5.0,80.0
38399,,,,,,,,,,
38400,16.0,,4.0,20.0,20.0,24.0,8.0,8.0,,70.0
38401,,,,,,,,,,
38402,,20.0,30.0,,20.0,,,,30.0,50.0
38403,,,,50.0,20.0,,10.0,10.0,10.0,90.0
38404,10.0,,,50.0,25.0,10.0,5.0,,,70.0
38405,30.0,,,,40.0,,,,30.0,50.0
38406,,10.0,20.0,30.0,,20.0,20.0,,,60.0
38407,60.0,30.0,,30.0,80.0,50.0,30.0,,70.0,30.0
38408,,,,10.0,60.0,30.0,,,,50.0
38409,,,,10.0,25.0,50.0,15.0,,,90.0
38410,,,,,100.0,,,,,30.0
38411,30.0,,,35.0,,,,,35.0,80.0
38412,,,,,,,,,,
38413,,,,,,,,,,20.0
38414,,,,,,,,,,
38415,,,,,,,,,,
38416,,,,,,,,,,
38417,,,,,,,,,,
38418,,,,,,,,,,70.0
38419,100.0,,,,,,,,,70.0
38420,87.0,88.0,99.0,100.0,100.0,87.0,100.0,100.0,100.0,90.0
38421,,,,,,,,,,
38422,,,,,,,,,,
38423,20.0,,,65.0,5.0,5.0,5.0,,,60.0
38424,,,,,,,,,,80.0
38425,,,,,,,,,,
38426,,,,,,,,,,
38427,,,,,,,,,,
38428,100.0,100.0,100.0,100.0,50.0,70.0,30.0,,100.0,80.0
38429,4.0,,,20.0,30.0,20.0,20.0,5.0,1.0,80.0
38430,,,,,,,,,,
38431,,,40.0,30.0,10.0,20.0,,,,80.0
38432,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0
38433,,,,10.0,60.0,30.0,,,,70.0
38434,17.0,,16.0,10.0,17.0,10.0,10.0,10.0,10.0,90.0
38435,,,,10.0,10.0,10.0,50.0,,20.0,70.0
38436,,,,,,,,,,
38437,60.0,10.0,,10.0,10.0,10.0,,,,90.0
38438,,,,,,,,,,
38439,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38440,10.0,,30.0,20.0,,,,20.0,20.0,80.0
38441,,,,40.0,30.0,20.0,,,10.0,70.0
38442,,,,,,,,,,
38443,,,,,,,,,,70.0
38444,,,,,,,,,,90.0
38445,,,,,,,,,,
38446,,,,,,,,,,
38447,,,,,,,,,,60.0
38448,,,,,,,,,,
38449,,,,,,,,,,
38450,60.0,10.0,30.0,80.0,50.0,85.0,10.0,50.0,50.0,70.0
38451,,,,,,,,,,
38452,,,,,,,,,,
38453,,,,,,,,,,
38454,5.0,20.0,10.0,15.0,20.0,15.0,10.0,5.0,,70.0
38455,,,,,,,,,,
38456,,,,,,,,,,
38457,,,,,,,,,,
38458,,,,,,,,,,
38459,5.0,10.0,5.0,50.0,10.0,10.0,5.0,,5.0,70.0
38460,,50.0,,,50.0,,,,,100.0
38461,,,,,,,,,,
38462,,,,,,,,,,
38463,100.0,,100.0,100.0,100.0,30.0,,100.0,,60.0
38464,,,,,,,,,,
38465,,,,,,,,,,
38466,,10.0,,60.0,30.0,,,,,50.0
38467,,,,,,,,,,
38468,10.0,,,15.0,15.0,15.0,15.0,15.0,15.0,80.0
38469,15.0,,,5.0,25.0,35.0,10.0,10.0,,80.0
38470,,,,,,,,,,
38471,,,,,,,,,,100.0
38472,10.0,10.0,10.0,10.0,10.0,,10.0,20.0,,80.0
38473,,10.0,,40.0,20.0,,,,30.0,20.0
38474,,,40.0,60.0,80.0,40.0,90.0,40.0,10.0,40.0
38475,98.0,100.0,98.0,97.0,90.0,100.0,100.0,89.0,90.0,100.0
38476,,,10.0,30.0,30.0,30.0,,,,80.0
38477,10.0,,,5.0,15.0,50.0,20.0,,,90.0
38478,20.0,,,50.0,,20.0,10.0,,,60.0
38479,,,,,,,,,,
38480,,,,,,,,,,
38481,,,,,,,,,,50.0
38482,,,,,,,,,,100.0
38483,,,,,,,,,,
38484,,,,,,,,,,
38485,100.0,100.0,98.0,99.0,89.0,100.0,88.0,89.0,100.0,100.0
38486,,,,,,,,,,
38487,,,,,,,,,,
38488,,,,,,,,,,
38489,,,,,,,,,,
38490,35.0,10.0,,15.0,15.0,,25.0,,,80.0
38491,20.0,,10.0,10.0,5.0,40.0,5.0,5.0,5.0,90.0
38492,,,,,,,,,,30.0
38493,,,,,,,,,,
38494,,,,,,,,,,
38495,,,,,,,,,,30.0
38496,,,,,,,,,,
38497,,,,70.0,,,30.0,,,20.0
38498,100.0,100.0,100.0,100.0,98.0,99.0,100.0,100.0,98.0,100.0
38499,,,,,,,,,,
38500,,,,,,,,,,
38501,,,,,,,,,,
38502,,,,,,,,,,
38503,50.0,50.0,50.0,100.0,100.0,100.0,80.0,70.0,100.0,70.0
38504,,,,,,,,,,
38505,,,,,,,,,,
38506,,,,,,,,,,
38507,,,,,,,,,,50.0
38508,,,,,,,,,,
38509,50.0,75.0,100.0,100.0,50.0,100.0,50.0,100.0,50.0,90.0
38510,20.0,,,15.0,10.0,30.0,30.0,10.0,15.0,70.0
38511,12.0,,10.0,15.0,30.0,5.0,10.0,15.0,3.0,60.0
38512,,10.0,10.0,20.0,10.0,30.0,20.0,,,80.0
38513,,,,,,,,,,
38514,,,,,,,,,,
38515,100.0,90.0,90.0,100.0,90.0,100.0,99.0,98.0,89.0,100.0
38516,80.0,75.0,60.0,80.0,70.0,80.0,60.0,40.0,50.0,60.0
38517,80.0,,,10.0,,10.0,,,,50.0
38518,,,,,,,,,,
38519,20.0,20.0,,20.0,20.0,,,20.0,,70.0
38520,,,,,,,,,,
38521,,,,,,,,,,
38522,,,,,,,,,,
38523,50.0,,20.0,30.0,20.0,40.0,,,,60.0
38524,,,,,,,,,,
38525,3.0,14.0,8.0,3.0,28.0,17.0,17.0,10.0,,100.0
38526,,,,,,,,,,
38527,90.0,100.0,90.0,100.0,90.0,99.0,97.0,98.0,100.0,90.0
38528,,,,,,,,,,
38529,,5.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,80.0
38530,,,,25.0,25.0,25.0,25.0,,,50.0
38531,,,,,,,,,,
38532,90.0,25.0,90.0,100.0,100.0,90.0,90.0,10.0,75.0,80.0
38533,,,,,,,,,,
38534,10.0,,,20.0,20.0,20.0,,10.0,20.0,80.0
38535,,,,,,,,,,
38536,,,,30.0,30.0,,40.0,,,90.0
38537,,,,,,,,,,
38538,20.0,,,35.0,20.0,20.0,5.0,,,80.0
38539,,,,,,,,,,
38540,100.0,10.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,80.0
38541,,,,,,,,,,
38542,30.0,10.0,90.0,75.0,100.0,100.0,30.0,20.0,10.0,90.0
38543,70.0,40.0,40.0,90.0,80.0,70.0,60.0,30.0,30.0,70.0
38544,,,,,,,,,,
38545,60.0,,100.0,100.0,40.0,100.0,100.0,,60.0,30.0
38546,,,,,,,,,,
38547,,,,,,,,,,100.0
38548,75.0,,,100.0,90.0,90.0,100.0,20.0,10.0,30.0
38549,10.0,10.0,20.0,30.0,5.0,5.0,5.0,10.0,5.0,90.0
38550,,,,,,,,,,20.0
38551,15.0,,,50.0,,,25.0,10.0,,90.0
38552,,,,,,,,,,
38553,,,,,,,,,,
38554,80.0,,50.0,90.0,100.0,100.0,100.0,100.0,40.0,80.0
38555,10.0,,,45.0,20.0,10.0,10.0,5.0,,80.0
38556,,,,,,,,,,
38557,,,,,,,,,,
38558,90.0,,75.0,90.0,90.0,90.0,60.0,90.0,80.0,70.0
38559,,,,,,,,,,
38560,,,,,,,,,,
38561,,,,,,,,,,
38562,,,,20.0,20.0,20.0,20.0,,20.0,70.0
38563,,,,,,,,,,
38564,90.0,90.0,90.0,90.0,90.0,60.0,50.0,100.0,90.0,80.0
38565,,,,,,,,,,
38566,,,,,,,,,,80.0
38567,30.0,,,30.0,10.0,30.0,,,,70.0
38568,,,,,,,,,,30.0
38569,10.0,,,,70.0,,20.0,60.0,,70.0
38570,,,,,,,,,,20.0
38571,100.0,,50.0,40.0,60.0,40.0,80.0,,,60.0
38572,,,,,,,,,,
38573,,,,,,,,,,
38574,,,,50.0,,25.0,25.0,,,50.0
38575,5.0,,10.0,20.0,30.0,30.0,5.0,,,90.0
38576,10.0,10.0,,40.0,20.0,20.0,,,,20.0
38577,10.0,10.0,15.0,15.0,15.0,10.0,5.0,20.0,,40.0
38578,50.0,,,,,50.0,,,,50.0
38579,80.0,100.0,90.0,90.0,100.0,50.0,30.0,100.0,100.0,
38580,20.0,10.0,5.0,25.0,5.0,20.0,10.0,,5.0,70.0
38581,20.0,40.0,10.0,10.0,,10.0,10.0,,,80.0
38582,20.0,20.0,,30.0,,20.0,10.0,,,90.0
38583,100.0,50.0,100.0,80.0,60.0,80.0,100.0,40.0,50.0,90.0
38584,,,,25.0,10.0,20.0,,,,70.0
38585,,40.0,,40.0,,2.0,18.0,,,60.0
38586,,,,20.0,20.0,60.0,,,,80.0
38587,,,,,,,,,,30.0
38588,,,,,,,,,,
38589,20.0,,15.0,35.0,5.0,5.0,20.0,,,40.0
38590,,,,,,,,,,
38591,40.0,,30.0,30.0,,,,,,90.0
38592,,,,,,,,,,
38593,,,,,,,,,,
38594,,,,,,,,,,
38595,,,,,,,,,,
38596,,,,,,,,,,
38597,20.0,,,20.0,20.0,20.0,20.0,,,80.0
38598,,,,,,,,,,
38599,,,,,,,,,,
38600,10.0,10.0,,20.0,20.0,20.0,20.0,,,80.0
38601,,,,,,,,,,
38602,10.0,,20.0,20.0,15.0,10.0,5.0,10.0,10.0,70.0
38603,,,,,,,,,,
38604,,,,,,,,,,100.0
38605,,,,,,,,,,
38606,,,,,,,,,,
38607,,,,,,,,,,
38608,,,,,,,,,,
38609,,,,,,,,,,
38610,10.0,5.0,10.0,10.0,15.0,25.0,20.0,,5.0,70.0
38611,20.0,,20.0,10.0,10.0,10.0,2.0,8.0,20.0,70.0
38612,80.0,10.0,,70.0,70.0,60.0,60.0,,,80.0
38613,,,,25.0,25.0,5.0,30.0,,15.0,90.0
38614,,,,20.0,,20.0,20.0,20.0,20.0,90.0
38615,,,,,,,,,,
38616,,,,,,,,,,
38617,10.0,,,20.0,30.0,,,,40.0,80.0
38618,,,,10.0,30.0,10.0,40.0,,10.0,50.0
38619,,,,,,,,,,
38620,70.0,60.0,64.0,45.0,82.0,59.0,71.0,43.0,71.0,60.0
38621,,,,,,,,,,80.0
38622,,,,,,,,,,
38623,,,,,,,,,,
38624,,,,,,,,,,
38625,40.0,,,25.0,15.0,5.0,15.0,,,80.0
38626,,,,,,,,,,90.0
38627,,,,,100.0,,,,,80.0
38628,,,,20.0,20.0,40.0,,10.0,10.0,30.0
38629,75.0,,50.0,50.0,75.0,90.0,100.0,100.0,50.0,70.0
38630,,,,,,,,,,
38631,,,,,,,,,,
38632,80.0,80.0,60.0,100.0,100.0,70.0,100.0,100.0,100.0,90.0
38633,,,,,,,,,,
38634,20.0,,,30.0,20.0,30.0,,,,80.0
38635,40.0,50.0,10.0,,,,,,,70.0
38636,,,,,,,,,,50.0
38637,,,,20.0,40.0,20.0,20.0,,,30.0
38638,5.0,,,60.0,15.0,10.0,,10.0,,60.0
38639,20.0,,3.0,25.0,15.0,25.0,12.0,,,70.0
38640,,,,,,,,,,
38641,7.0,,6.0,6.0,20.0,20.0,10.0,10.0,,90.0
38642,30.0,,,,30.0,30.0,10.0,,,80.0
38643,5.0,,10.0,30.0,,30.0,20.0,5.0,,80.0
38644,,,,,,,,,,
38645,,,,,,,,,,40.0
38646,100.0,70.0,70.0,100.0,100.0,100.0,100.0,80.0,50.0,80.0
38647,50.0,,30.0,60.0,30.0,20.0,40.0,30.0,20.0,60.0
38648,,,,,,,,,,
38649,98.0,99.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38650,15.0,,,10.0,50.0,,25.0,,,100.0
38651,,,,,,,,,,
38652,,,,,,,,,,
38653,85.0,25.0,80.0,65.0,80.0,100.0,75.0,35.0,95.0,80.0
38654,,,,100.0,100.0,,,,,20.0
38655,,,,,,,,,,70.0
38656,,,,,,,,,,
38657,,,,,,,,,,
38658,,,,40.0,,60.0,,,,60.0
38659,,,,,,,,,,
38660,,,,,,,,,,
38661,,,,,,,,,,
38662,,,,,,,,,,
38663,,,,,,,,,,
38664,,,,,,,,,,90.0
38665,,,,,,,,,,
38666,50.0,,90.0,90.0,90.0,100.0,80.0,70.0,30.0,90.0
38667,40.0,,,20.0,20.0,,,,20.0,80.0
38668,90.0,70.0,80.0,75.0,90.0,95.0,80.0,60.0,80.0,90.0
38669,,,,,,,,,,
38670,30.0,,5.0,10.0,35.0,5.0,5.0,5.0,5.0,100.0
38671,,,,30.0,40.0,30.0,,,,70.0
38672,30.0,70.0,50.0,70.0,90.0,70.0,70.0,20.0,50.0,50.0
38673,4.0,,,40.0,5.0,49.0,,,2.0,30.0
38674,,,20.0,20.0,20.0,20.0,,20.0,,70.0
38675,15.0,,10.0,,15.0,25.0,35.0,,,80.0
38676,,,,,,,,,,
38677,,,,,,,,,,
38678,,,,,,,,,,
38679,80.0,,100.0,10.0,100.0,80.0,60.0,80.0,90.0,50.0
38680,100.0,20.0,90.0,90.0,100.0,100.0,90.0,50.0,40.0,70.0
38681,40.0,,,20.0,10.0,,,,,30.0
38682,,,,,,,,,,
38683,,,,,,,,,,
38684,,,,,,,,,,
38685,,,,,,,,,,
38686,5.0,,,5.0,5.0,,,50.0,35.0,70.0
38687,,,,,,,,,,
38688,30.0,30.0,30.0,60.0,80.0,80.0,80.0,80.0,80.0,70.0
38689,,,,75.0,75.0,75.0,,50.0,25.0,70.0
38690,10.0,,10.0,20.0,25.0,10.0,5.0,10.0,10.0,90.0
38691,,,,,,,,,,
38692,,,,,,,,,,
38693,30.0,,5.0,20.0,10.0,20.0,15.0,,,100.0
38694,,,,,,,,,,70.0
38695,,,,,,,,,,
38696,20.0,,10.0,20.0,10.0,10.0,20.0,10.0,,60.0
38697,,,,,,,,,,
38698,,,,,,,,,,
38699,,,,,,,,,,
38700,,,,,,,,,,
38701,,,,,,,,,,
38702,,,,,,,,,,60.0
38703,,,,,,,,,,
38704,,,,,,,,,,
38705,,,,,,,,,,
38706,,,,,,,,,,
38707,,,,,,,,,,
38708,,,,,,,,,,
38709,90.0,10.0,10.0,90.0,40.0,90.0,100.0,50.0,70.0,50.0
38710,,,,,,,,,,
38711,10.0,5.0,,15.0,30.0,15.0,10.0,5.0,10.0,60.0
38712,5.0,4.0,10.0,40.0,10.0,10.0,10.0,10.0,1.0,80.0
38713,10.0,,,30.0,30.0,30.0,,,,60.0
38714,,,,80.0,20.0,,,,,80.0
38715,,,,,,,,,,
38716,,,,,,,,,,
38717,,,,,,,,,,
38718,,,,,,,,,,
38719,,,,,,,,,,
38720,10.0,,,75.0,5.0,,5.0,,5.0,90.0
38721,25.0,20.0,,10.0,15.0,10.0,10.0,,10.0,20.0
38722,,,,,,,,,,
38723,100.0,25.0,60.0,80.0,90.0,90.0,90.0,45.0,90.0,90.0
38724,,,,,,,,,,
38725,10.0,,,5.0,5.0,20.0,60.0,,,80.0
38726,,30.0,,20.0,20.0,20.0,10.0,,,60.0
38727,,,,10.0,30.0,10.0,,,10.0,80.0
38728,,,,,,30.0,50.0,,20.0,80.0
38729,,,,,,,,,,
